,cuis,drugbankID,drugname,indication
5819,C0019693,DB00932,tipranavir,Human immunodeficiency virus infection
5820,C0002736,DB00740,riluzole,Amyotrophic lateral sclerosis
5821,C0020538,DB09026,aliskiren,Hypertensive disorder
5822,C0079773,DB00004,denileukin diftitox,Primary cutaneous T-cell lymphoma
5823,C0241705,DB13694,distigmine,Difficulty passing urine
5824,C0026896,DB13694,distigmine,Myasthenia gravis
5825,C0149523,DB13694,distigmine,Acute cystitis
5826,C0401160,DB06717,fosaprepitant,Chemotherapy-induced nausea and vomiting
5827,C0028754,DB13852,mefenorex,Obesity
5828,C0035243,DB08795,azidocillin,Respiratory tract infection
5829,C0014175,DB01406,danazol,Endometriosis
5830,C0016034,DB01406,danazol,Fibrocystic breast changes
5831,C0017168,DB11964,ilaprazole,Gastroesophageal reflux disease
5832,C0030920,DB11964,ilaprazole,Peptic ulcer
5833,C0020542,DB00820,tadalafil,Pulmonary hypertension
5834,C0242350,DB00820,tadalafil,Impotence
5835,C1739363,DB00820,tadalafil,Benign prostatic hyperplasia
5836,C0024485,DB09507,ferumoxsil,Magnetic resonance imaging
5837,C0038166,DB06219,dalbavancin,Staphylococcal infection of skin
5838,C0162627,DB06219,dalbavancin,Bacterial infection of skin
5839,C0178299,DB06219,dalbavancin,Infection of skin AND/OR subcutaneous tissue
5840,C0004030,DB01263,posaconazole,Aspergillosis
5841,C0276758,DB01263,posaconazole,Fusarium infection
5842,C0008582,DB01263,posaconazole,Chromoblastomycosis
5843,C0024449,DB01263,posaconazole,Mycetoma
5844,C0009186,DB01263,posaconazole,Coccidioidomycosis
5845,C0006840,DB01263,posaconazole,Candidiasis
5846,C0162627,DB04911,oritavancin,Bacterial infection of skin
5847,C0038166,DB04911,oritavancin,Staphylococcal infection of skin
5848,C1274355,DB04911,oritavancin,Streptococcal infection of skin
5849,C0401160,DB00673,aprepitant,Chemotherapy-induced nausea and vomiting
5850,C0010346,DB00065,infliximab,Crohn's disease
5851,C0009324,DB00065,infliximab,Ulcerative colitis
5852,C0003873,DB00065,infliximab,Rheumatoid arthritis
5853,C0038013,DB00065,infliximab,Ankylosing spondylitis
5854,C0003872,DB00065,infliximab,Psoriasis with arthropathy
5855,C0406317,DB00065,infliximab,Plaque psoriasis
5856,C0403643,DB09262,imidafenacin,Bladder muscle dysfunction - overactive
5857,C0010192,DB01284,tetracosactide,Cosyntropin preparation
5858,C0405580,DB01284,tetracosactide,Adrenal cortical hypofunction
5859,C3495559,DB00482,celecoxib,Juvenile rheumatoid arthritis
5860,C2215257,DB00482,celecoxib,Acute postoperative pain
5861,C0013390,DB00482,celecoxib,Dysmenorrhea
5862,C0003873,DB00482,celecoxib,Rheumatoid arthritis
5863,C0038013,DB00482,celecoxib,Ankylosing spondylitis
5864,C0029408,DB00482,celecoxib,Osteoarthritis
5865,C0275665,DB00919,spectinomycin,Gonorrhea of rectum
5866,C0018081,DB00919,spectinomycin,Gonorrhea
5867,C0153195,DB00919,spectinomycin,Acute gonococcal cervicitis
5868,C0275652,DB00919,spectinomycin,Acute gonococcal urethritis
5869,C0011849,DB01307,insulin detemir,Diabetes mellitus
5870,C0030757,DB08823,spinosad,Pediculosis capitis
5871,C0028754,DB06155,rimonabant,Obesity
5872,C0020594,DB04908,flibanserin,Lack or loss of sexual desire
5873,C0203668,DB13976,sulesomab,Radioisotope scan of bone
5874,C0020538,DB04920,clevidipine,Hypertensive disorder
5875,C0042029,DB13475,furazidin,Urinary tract infectious disease
5876,C0005587,DB01142,doxepin,"Bipolar affective disorder, current episode depression"
5877,C0270458,DB01142,doxepin,Severe major depression with psychotic features
5878,C0003467,DB01142,doxepin,Anxiety
5879,C0011581,DB01142,doxepin,Depressive disorder
5880,C0917801,DB01142,doxepin,Insomnia
5881,C0033774,DB01142,doxepin,Itching of skin
5882,C0011615,DB01142,doxepin,Atopic dermatitis
5883,C0149922,DB01142,doxepin,Lichen simplex chronicus
5884,C0019069,DB00035,desmopressin,Hereditary factor VIII deficiency disease
5885,C0042974,DB00035,desmopressin,von Willebrand disorder
5886,C0270327,DB00035,desmopressin,Nocturnal enuresis
5887,C0032617,DB00035,desmopressin,Polyuria
5888,C0239295,DB00362,anidulafungin,Candidiasis of the esophagus
5889,C0877445,DB00362,anidulafungin,Candidemia
5890,C0026838,DB00660,metaxalone,Spasticity
5891,C0034606,DB09336,technetium (99mTc) nofetumomab merpentan,Nuclear medicine imaging procedure
5892,C3874358,DB00704,naltrexone,Therapeutic opioid induced constipation
5893,C0150055,DB00704,naltrexone,Chronic pain
5894,C1960643,DB00704,naltrexone,Prevention of opioid abuse
5895,C0001973,DB00704,naltrexone,Alcoholism
5896,C0278140,DB00704,naltrexone,Severe pain
5897,C0028754,DB00704,naltrexone,Obesity
5898,C0554628,DB00601,linezolid,Streptococcus pyogenes infection
5899,C1265175,DB00601,linezolid,Vancomycin resistant enterococcus
5900,C0155862,DB00601,linezolid,Pneumonia due to Streptococcus
5901,C1318973,DB00601,linezolid,Infection due to Staphylococcus aureus
5902,C0032308,DB00601,linezolid,Staphylococcal pneumonia
5903,C0406526,DB00102,becaplermin,Neuropathic diabetic ulcer - foot
5904,C0024301,DB06769,bendamustine,Follicular non-Hodgkin's lymphoma
5905,C0023434,DB06769,bendamustine,"Chronic lymphoid leukemia, disease"
5906,C0017168,DB15825,carbaldrate,Gastroesophageal reflux disease
5907,C0030920,DB15825,carbaldrate,Peptic ulcer
5908,C0013395,DB15825,carbaldrate,Indigestion
5909,C0018834,DB15825,carbaldrate,Heartburn
5910,C1739363,DB01126,dutasteride,Benign prostatic hyperplasia
5911,C1274470,DB09040,efinaconazole,Onychomycosis of toenails
5912,C0040261,DB09040,efinaconazole,Onychomycosis due to dermatophyte
5913,C0276755,DB09040,efinaconazole,Onychomycosis due to Trichophyton mentagrophytes
5914,C0028754,DB01550,fenproporex,Obesity
5915,C0085132,DB12366,vestronidase alfa,"Mucopolysaccharidosis, MPS-VII"
5916,C1532338,DB06441,cangrelor,Percutaneous coronary intervention
5917,C1269683,DB06684,vilazodone,Major depressive disorder
5918,C0026769,DB08880,teriflunomide,Multiple sclerosis
5919,C0524909,DB06683,clevudine,Chronic type B viral hepatitis
5920,C0020474,DB00973,ezetimibe,Mixed hyperlipidemia
5921,C0342881,DB00973,ezetimibe,Familial hypercholesterolemia - homozygous
5922,C0020443,DB00973,ezetimibe,Hypercholesterolemia
5923,C0342882,DB00973,ezetimibe,Familial hypercholesterolemia - heterozygous
5924,C0020473,DB00973,ezetimibe,Hyperlipidemia
5925,C0342907,DB00973,ezetimibe,Sitosterolemia
5926,C0239295,DB00520,caspofungin,Candidiasis of the esophagus
5927,C0877445,DB00520,caspofungin,Candidemia
5928,C0007138,DB11641,vinflunine,Transitional cell carcinoma
5929,C0007134,DB06287,temsirolimus,Renal cell carcinoma
5930,C0334634,DB06287,temsirolimus,Mantle cell lymphoma
5931,C0730607,DB01656,roflumilast,Severe chronic obstructive pulmonary disease
5932,C0392190,DB00039,palifermin,Mucositis following radiation therapy
5933,C1274988,DB00039,palifermin,Drug-induced mucositis
5934,C0751967,DB08868,fingolimod,Relapsing remitting multiple sclerosis
5935,C0270846,DB01068,clonazepam,Atonic seizure
5936,C0030319,DB01068,clonazepam,Panic disorder
5937,C0014553,DB01068,clonazepam,Absence seizure
5938,C0238111,DB01068,clonazepam,Lennox-Gastaut syndrome
5939,C0014550,DB01068,clonazepam,Myoclonic seizure
5940,C0003873,DB00533,rofecoxib,Rheumatoid arthritis
5941,C3495559,DB00533,rofecoxib,Juvenile rheumatoid arthritis
5942,C0030193,DB00533,rofecoxib,Pain
5943,C0149931,DB00533,rofecoxib,Migraine
5944,C0029408,DB00533,rofecoxib,Osteoarthritis
5945,C0013390,DB00533,rofecoxib,Dysmenorrhea
5946,C0019693,DB00701,amprenavir,Human immunodeficiency virus infection
5947,C0019693,DB11799,bictegravir,Human immunodeficiency virus infection
5948,C0004096,DB01003,cromoglicic acid,Asthma
5949,C2607914,DB01003,cromoglicic acid,Allergic rhinitis
5950,C1318955,DB01003,cromoglicic acid,Asthma management
5951,C0009769,DB01003,cromoglicic acid,Giant papillary conjunctivitis
5952,C0009766,DB01003,cromoglicic acid,Allergic conjunctivitis
5953,C0009773,DB01003,cromoglicic acid,Vernal conjunctivitis
5954,C0022577,DB01003,cromoglicic acid,Vernal keratoconjunctivitis
5955,C0221013,DB01003,cromoglicic acid,Systemic mast cell disease
5956,C0019069,DB13923,emicizumab,Hereditary factor VIII deficiency disease
5957,C1739363,DB06207,silodosin,Benign prostatic hyperplasia
5958,C0002962,DB01020,isosorbide mononitrate,Angina pectoris
5959,C0023281,DB05630,sodium stibogluconate,Leishmaniasis
5960,C0011854,DB00047,insulin glargine,Diabetes mellitus type 1
5961,C0011860,DB00047,insulin glargine,Diabetes mellitus type 2
5962,C0162565,DB03404,hemin,Acute intermittent porphyria
5963,C0019693,DB00220,nelfinavir,Human immunodeficiency virus infection
5964,C0019693,DB00109,enfuvirtide,Human immunodeficiency virus infection
5965,C0241961,DB01590,everolimus,Angiomyolipoma of kidney
5966,C0678222,DB01590,everolimus,Carcinoma of breast
5967,C1562029,DB01590,everolimus,Hormone receptor positive malignant neoplasm of breast
5968,C0007134,DB01590,everolimus,Renal cell carcinoma
5969,C0041341,DB01590,everolimus,Tuberous sclerosis syndrome
5970,C1318955,DB00471,montelukast,Asthma management
5971,C2607914,DB00471,montelukast,Allergic rhinitis
5972,C0155877,DB00471,montelukast,Allergic asthma
5973,C0155880,DB00471,montelukast,Non-allergic asthma
5974,C2607914,DB11614,rupatadine,Allergic rhinitis
5975,C0042109,DB11614,rupatadine,Urticaria
5976,C0149931,DB00998,frovatriptan,Migraine
5977,C0042024,DB13725,terodiline,Urinary incontinence
5978,C0028840,DB00287,travoprost,Ocular hypertension
5979,C0017612,DB00287,travoprost,Open-angle glaucoma
5980,C0392171,DB01050,ibuprofen,Influenza-like symptoms
5981,C0278140,DB01050,ibuprofen,Severe pain
5982,C0003873,DB01050,ibuprofen,Rheumatoid arthritis
5983,C2215257,DB01050,ibuprofen,Acute postoperative pain
5984,C0030193,DB01050,ibuprofen,Pain
5985,C0015967,DB01050,ibuprofen,Fever
5986,C0393735,DB01050,ibuprofen,Headache disorder
5987,C0013390,DB01050,ibuprofen,Dysmenorrhea
5988,C0029408,DB01050,ibuprofen,Osteoarthritis
5989,C3495559,DB01050,ibuprofen,Juvenile rheumatoid arthritis
5990,C0037195,DB01050,ibuprofen,Sinus headache
5991,C0013274,DB01050,ibuprofen,Patent ductus arteriosus
5992,C0003950,DB11156,pyrantel,Ascariasis
5993,C0086227,DB11156,pyrantel,Enterobiasis
5994,C0153303,DB11156,pyrantel,Mixed intestinal infection due to Class Cestoda and/or Class Trematoda and/or Phylum Nemata
5995,C0729586,DB00567,cefalexin,Infective otitis media
5996,C0033581,DB00567,cefalexin,Prostatitis
5997,C0155862,DB00567,cefalexin,Pneumonia due to Streptococcus
5998,C0729524,DB00567,cefalexin,Bacterial urinary infection
5999,C0520775,DB00567,cefalexin,Klebsiella cystitis
6000,C0178299,DB00567,cefalexin,Infection of skin AND/OR subcutaneous tissue
6001,C0157749,DB00567,cefalexin,Infectious disorder of joint
6002,C0271429,DB00567,cefalexin,Acute otitis media
6003,C0554628,DB00567,cefalexin,Streptococcus pyogenes infection
6004,C0577709,DB00567,cefalexin,Proteus urinary tract infection
6005,C1997728,DB00567,cefalexin,Osteomyelitis due to Staphylococcus aureus
6006,C0275804,DB00567,cefalexin,Streptococcal tonsillitis
6007,C2242472,DB00567,cefalexin,Infection of bone
6008,C0577708,DB00567,cefalexin,Escherichia coli urinary tract infection
6009,C1318973,DB00567,cefalexin,Infection due to Staphylococcus aureus
6010,C0027424,DB00283,clemastine,Nasal congestion
6011,C0343065,DB00283,clemastine,Dermatographic urticaria
6012,C0037383,DB00283,clemastine,Sneezing
6013,C0042109,DB00283,clemastine,Urticaria
6014,C2607914,DB00283,clemastine,Allergic rhinitis
6015,C0033774,DB00283,clemastine,Itching of skin
6016,C0009766,DB00283,clemastine,Allergic conjunctivitis
6017,C1260880,DB00283,clemastine,Nasal discharge
6018,C0035460,DB00283,clemastine,Vasomotor rhinitis
6019,C0036341,DB00391,sulpiride,Schizophrenia
6020,C1140680,DB00515,cisplatin,Malignant tumor of ovary
6021,C0400877,DB06274,alvimopan,Postoperative ileus
6022,C0028754,DB00865,benzphetamine,Obesity
6023,C0600041,DB13838,noxytiolin,Infective cystitis
6024,C0264716,DB09083,ivabradine,Chronic heart failure
6025,C0002962,DB09083,ivabradine,Angina pectoris
6026,C0412694,DB06796,mangafodipir,Magnetic resonance imaging of liver
6027,C0030567,DB11757,istradefylline,Parkinson's disease
6028,C0019693,DB00503,ritonavir,Human immunodeficiency virus infection
6029,C0524910,DB00503,ritonavir,Chronic hepatitis C
6030,C0017612,DB00905,bimatoprost,Open-angle glaucoma
6031,C0028840,DB00905,bimatoprost,Ocular hypertension
6032,C0155213,DB00905,bimatoprost,Hypertrichosis of eyelid
6033,C0026896,DB00545,pyridostigmine,Myasthenia gravis
6034,C1269683,DB00752,tranylcypromine,Major depressive disorder
6035,C0151482,DB13387,hematin,Megaloblastic anemia due to folate deficiency
6036,C0162316,DB13387,hematin,Iron deficiency anemia
6037,C0036323,DB13236,stibophen,Infection by Schistosoma
6038,C0019693,DB00625,efavirenz,Human immunodeficiency virus infection
6039,C1282500,DB01101,capecitabine,Metastasis from malignant tumor of colon
6040,C0024623,DB01101,capecitabine,Malignant tumor of stomach
6041,C0149931,DB00918,almotriptan,Migraine
6042,C0017205,DB00053,imiglucerase,Glucosylceramide beta-glucosidase deficiency
6043,C0153633,DB00262,carmustine,Malignant neoplasm of brain
6044,C0026764,DB00262,carmustine,Multiple myeloma
6045,C0019829,DB00262,carmustine,Hodgkin's disease
6046,C0079744,DB00262,carmustine,"Diffuse non-Hodgkin's lymphoma, large cell"
6047,C0024305,DB00262,carmustine,Non-Hodgkin's lymphoma
6048,C0555198,DB00262,carmustine,"Glioma, malignant"
6049,C0349543,DB00262,carmustine,Glioblastoma multiforme of brain
6050,C0023467,DB00352,thioguanine,"Acute myeloid leukemia, disease"
6051,C0009663,DB14086,cianidanol,Condyloma acuminatum
6052,C0038160,DB01627,lincomycin,Staphylococcal infectious disease
6053,C0032269,DB01627,lincomycin,Pneumococcal infectious disease
6054,C0038395,DB01627,lincomycin,Streptococcal infectious disease
6055,C0269398,DB00303,ertapenem,Miscarriage with sepsis
6056,C0275550,DB00303,ertapenem,Acute bacterial peritonitis
6057,C0276026,DB00303,ertapenem,Haemophilus influenzae pneumonia
6058,C1096562,DB00303,ertapenem,Peptostreptococcus infection
6059,C0243001,DB00303,ertapenem,Abdominal abscess
6060,C0155862,DB00303,ertapenem,Pneumococcal pneumonia
6061,C1112209,DB00303,ertapenem,Infectious disease of abdomen
6062,C1263758,DB00303,ertapenem,Female genital tract infection
6063,C0577708,DB00303,ertapenem,Escherichia coli urinary tract infection
6064,C4076057,DB00303,ertapenem,Urinary tract infection caused by Klebsiella
6065,C0004626,DB00303,ertapenem,Bacterial pneumonia
6066,C0007129,DB11945,avelumab,Merkel cell carcinoma
6067,C0079773,DB00307,bexarotene,Primary cutaneous T-cell lymphoma
6068,C0524910,DB12026,voxilaprevir,Chronic hepatitis C
6069,C0029408,DB00586,diclofenac,Osteoarthritis
6070,C0022602,DB00586,diclofenac,Actinic keratosis
6071,C0003873,DB00586,diclofenac,Rheumatoid arthritis
6072,C0013390,DB00586,diclofenac,Dysmenorrhea
6073,C0038013,DB00586,diclofenac,Ankylosing spondylitis
6074,C0030193,DB00586,diclofenac,Pain
6075,C0085606,DB01148,flavoxate,Urgent desire to urinate
6076,C0028734,DB01148,flavoxate,Nocturia
6077,C0042024,DB01148,flavoxate,Urinary incontinence
6078,C0241310,DB01148,flavoxate,Suprapubic pain
6079,C0013428,DB01148,flavoxate,Dysuria
6080,C0036341,DB13403,oxypertine,Schizophrenia
6081,C0276026,DB00456,cefalotin,Haemophilus influenzae pneumonia
6082,C0155862,DB00456,cefalotin,Pneumonia due to Streptococcus
6083,C0343402,DB00456,cefalotin,Bacterial infection due to Klebsiella pneumoniae
6084,C2242472,DB00456,cefalotin,Infection of bone
6085,C0157749,DB00456,cefalotin,Infectious disorder of joint
6086,C1263758,DB00456,cefalotin,Female genital tract infection
6087,C0178299,DB00456,cefalotin,Infection of skin AND/OR subcutaneous tissue
6088,C0032285,DB00456,cefalotin,Pneumonia
6089,C0042029,DB00456,cefalotin,Urinary tract infectious disease
6090,C0149725,DB00456,cefalotin,Lower respiratory tract infection
6091,C0684256,DB00456,cefalotin,Bacterial septicemia
6092,C0003969,DB01698,rutoside,Ascorbic acid deficiency
6093,C0238217,DB00111,daclizumab,Renal transplant rejection
6094,C0751967,DB00111,daclizumab,Relapsing remitting multiple sclerosis
6095,C0221013,DB00619,imatinib,Systemic mast cell disease
6096,C0023474,DB00619,imatinib,Chronic phase chronic myeloid leukemia
6097,C0005699,DB00619,imatinib,Blastic phase chronic myeloid leukemia
6098,C0346421,DB00619,imatinib,Chronic eosinophilic leukemia
6099,C1960397,DB00619,imatinib,Philadelphia chromosome-positive acute lymphoblastic leukemia
6100,C0392784,DB00619,imatinib,Dermatofibrosarcoma protuberans
6101,C0206141,DB00619,imatinib,Idiopathic hypereosinophilic syndrome
6102,C0238198,DB00619,imatinib,Gastrointestinal stromal tumor
6103,C0024138,DB00846,fludroxycortide,Discoid lupus erythematosus
6104,C0033777,DB00846,fludroxycortide,Pruritus of genital organs
6105,C0406317,DB00846,fludroxycortide,Plaque psoriasis
6106,C0406326,DB00846,fludroxycortide,Scalp psoriasis
6107,C0015230,DB00846,fludroxycortide,Eruption of skin
6108,C0011616,DB00846,fludroxycortide,Contact dermatitis
6109,C0085074,DB00846,fludroxycortide,Granuloma annulare
6110,C0149922,DB00846,fludroxycortide,Lichen simplex chronicus
6111,C0036508,DB00846,fludroxycortide,Seborrheic dermatitis
6112,C0033775,DB00846,fludroxycortide,Pruritus ani
6113,C0079773,DB00846,fludroxycortide,Primary cutaneous T-cell lymphoma
6114,C0011615,DB00846,fludroxycortide,Atopic dermatitis
6115,C0042487,DB01418,acenocoumarol,Venous thrombosis
6116,C0034065,DB01418,acenocoumarol,Pulmonary embolism
6117,C0271578,DB04575,quinestrol,Female hypogonadism syndrome
6118,C0600142,DB04575,quinestrol,Menopausal flushing
6119,C0221392,DB04575,quinestrol,Atrophic vaginitis
6120,C0271606,DB04575,quinestrol,Primary ovarian failure
6121,C0022340,DB13173,cerliponase alfa,Late-infantile neuronal ceroid lipofuscinosis
6122,C0021603,DB00962,zaleplon,Disorders of initiating and maintaining sleep
6123,C0393760,DB00962,zaleplon,Initial insomnia
6124,C0524688,DB00218,moxifloxacin,Pneumonic plague
6125,C0152936,DB00218,moxifloxacin,Septicemic plague
6126,C0275556,DB00218,moxifloxacin,Acute bacterial sinusitis
6127,C0339959,DB00218,moxifloxacin,Chlamydial pneumonia
6128,C0856695,DB00218,moxifloxacin,Acute exacerbation of chronic bronchitis
6129,C0343402,DB00218,moxifloxacin,Bacterial infection due to Klebsiella pneumoniae
6130,C0032302,DB00218,moxifloxacin,Pneumonia due to Mycoplasma pneumoniae
